<<<<<<< HEAD
Ticker,close,date,high,low,open,volume,daily_return,cumulative_return,yearly_return,volatility,monthly_return
TECHM,1216.2,2023-10-03 05:30:00,1230.7,1212.55,1220.6,1622290,0.0,0.0,4.264296247747025,0.016019868874918946,-7.16450925774208
NTPC,241.2,2023-10-03 05:30:00,246.7,240.55,244.35,14885044,0.0,0.0,27.3378350726417,0.019475011701296695,-3.499079189686918
HINDUNILVR,2468.9,2023-10-03 05:30:00,2499.0,2461.8,2490.0,1585626,0.0,0.0,6.985943775100395,0.012073895796063713,-0.24096385542168677
APOLLOHOSP,5118.95,2023-10-03 05:30:00,5154.95,5066.0,5138.95,268482,0.0,0.0,10.99738273382696,0.014134574705070773,-6.208466710125613
M&M,1537.4,2023-10-03 05:30:00,1598.0,1533.05,1597.2,3436776,0.0,0.0,8.276984723265718,0.019212772948786868,-8.677685950413231
GRASIM,1913.84,2023-10-03 05:30:00,1931.32,1899.1,1920.46,591326,0.0,0.0,10.720868958478691,0.01446511381198158,-2.1468814763129678
ICICIBANK,940.3,2023-10-03 05:30:00,951.6,939.0,951.6,11131636,0.0,0.0,4.7288776796973515,0.012788897388104722,-3.8093736864228664
ADANIENT,2387.25,2023-10-03 05:30:00,2424.9,2372.0,2418.0,2019899,0.0,0.0,17.82258064516128,0.028600523792508787,-5.101323407775017
ADANIPORTS,831.4,2023-10-03 05:30:00,836.75,824.25,826.0,2453090,0.0,0.0,24.01331719128328,0.026028643454512657,-4.993946731234867
BEL,139.2,2023-10-03 05:30:00,140.6,137.2,137.9,19010910,0.0,0.0,33.57505438723712,0.023283392059875133,-3.3720087019579443
BAJAJFINSV,1561.05,2023-10-03 05:30:00,1564.2,1527.0,1530.25,1083086,0.0,0.0,10.165005718019929,0.014117849543856996,2.5682078091815033
EICHERMOT,3351.4,2023-10-03 05:30:00,3434.95,3302.9,3426.9,1354075,0.0,0.0,20.9110274592197,0.01609889840743809,-3.832910210394231
COALINDIA,291.9,2023-10-03 05:30:00,297.1,290.1,297.05,9348540,0.0,0.0,26.57801716882679,0.021411449147905545,5.790270998148456
MARUTI,10346.9,2023-10-03 05:30:00,10709.8,10303.3,10709.8,623006,0.0,0.0,-3.8049263291564737,0.013712493772447978,-2.9645745018581113
INDUSINDBK,1435.4,2023-10-03 05:30:00,1438.4,1420.0,1432.0,1442499,0.0,0.0,11.658519553072628,0.0191111933352513,0.6494413407821197
ASIANPAINT,3166.85,2023-10-03 05:30:00,3227.8,3162.0,3166.1,1219145,0.0,0.0,7.463440826253125,0.012664679670924878,-5.3820157291304795
TATASTEEL,128.0,2023-10-03 05:30:00,129.1,127.25,129.0,18613557,0.0,0.0,8.217054263565887,0.018231639152358904,-7.945736434108527
HDFCLIFE,633.55,2023-10-03 05:30:00,637.5,628.55,634.45,3454441,0.0,0.0,1.9308062101032388,0.014630077258587258,-2.537631018992832
DRREDDY,1092.34,2023-10-03 05:30:00,1117.38,1090.0,1117.38,2065240,0.0,0.0,3.7766919042760576,0.012490100212885843,-3.9261486692083367
SUNPHARMA,1141.45,2023-10-03 05:30:00,1161.95,1139.25,1159.55,1946966,0.0,0.0,8.615411150877504,0.011732822937748232,-6.118752964512099
KOTAKBANK,1727.05,2023-10-03 05:30:00,1735.0,1715.45,1730.0,5534869,0.0,0.0,10.294797687861266,0.014215663882255638,0.5433526011560746
SHRIRAMFIN,1921.95,2023-10-03 05:30:00,1939.9,1881.0,1938.0,2207907,0.0,0.0,5.949432404540773,0.02168666460862403,-3.0005159958720378
NESTLEIND,2231.52,2023-10-03 05:30:00,2259.47,2225.52,2250.69,500130,0.0,0.0,18.09844980872533,0.012516833638236864,7.677201213849973
ONGC,184.6,2023-10-03 05:30:00,189.3,183.65,189.3,22118500,0.0,0.0,8.32012678288431,0.02224731217568337,-1.6640253565768652
CIPLA,1182.8,2023-10-03 05:30:00,1185.7,1170.95,1184.0,1581125,0.0,0.0,5.26182432432432,0.016332415765760364,1.3513513513513513
BPCL,170.68,2023-10-03 05:30:00,174.6,170.43,174.25,10514554,0.0,0.0,29.314203730272602,0.022068851102665002,0.21807747489239337
BRITANNIA,4495.45,2023-10-03 05:30:00,4553.25,4486.6,4524.8,543482,0.0,0.0,17.98201025459688,0.013039218369984167,-2.172471711456864
SBILIFE,1292.45,2023-10-03 05:30:00,1302.15,1282.65,1302.15,1282289,0.0,0.0,10.018047075989694,0.015113428426196436,5.045501670314466
HINDALCO,479.95,2023-10-03 05:30:00,484.55,476.6,483.1,4657602,0.0,0.0,27.271786379631546,0.019586836411430934,-4.885116953011803
HEROMOTOCO,3015.6,2023-10-03 05:30:00,3064.9,2991.5,3058.0,387906,0.0,0.0,35.367887508175286,0.016563238026907092,0.9924787442773024
AXISBANK,1041.05,2023-10-03 05:30:00,1044.7,1032.6,1035.0,11589322,0.0,0.0,6.502415458937194,0.015624964929158446,-5.13526570048309
HDFCBANK,1508.05,2023-10-03 05:30:00,1527.0,1506.0,1527.0,19485847,0.0,0.0,11.93516699410609,0.01348980040538228,-3.307138179436804
BAJAJ-AUTO,5016.45,2023-10-03 05:30:00,5073.0,4997.1,5065.0,464531,0.0,0.0,34.20039486673247,0.017609369939821526,4.917077986179668
SBIN,586.25,2023-10-04 05:30:00,600.45,584.45,600.0,24914612,-0.027697155651380756,-0.027697155651380756,7.6181696278913735,0.017939344821740196,-5.204492122024818
BAJFINANCE,7854.05,2023-10-04 05:30:00,8043.0,7820.0,8025.0,1176384,-0.014251468447211257,-0.014251468447211257,-5.822666049763522,0.01591849489773447,-3.7033466995681747
TITAN,3166.65,2023-10-04 05:30:00,3205.0,3151.0,3186.0,486969,-0.00926085256159559,-0.00926085256159559,16.72541920731706,0.014135893038630176,1.2973196138211354
ITC,436.1,2023-10-04 05:30:00,441.7,433.3,439.75,13396709,-0.008300170551449604,-0.008300170551449604,4.784580498866219,0.011943702458319614,-2.857142857142862
TCS,3537.75,2023-10-04 05:30:00,3548.0,3477.3,3486.3,1788138,0.006801656302915626,0.006801656302915626,7.334050138645246,0.013161771587106071,-4.68139890215607
LT,3027.75,2023-10-04 05:30:00,3064.1,2990.05,3064.1,3100946,-0.014805173676075811,-0.014805173676075811,15.967768459135009,0.01696390415004649,-3.665515540207197
TATACONSUM,854.13,2023-10-04 05:30:00,859.17,844.5,856.36,615431,-0.008209475150952272,-0.008209475150952272,24.919703951962013,0.0148047736681353,3.5050970534841506
RELIANCE,1157.08,2023-10-04 05:30:00,1159.5,1147.55,1154.5,10286386,-0.0017255064361390016,-0.0017255064361390016,10.944487840888605,0.013562067130073357,-1.8043383091410063
HCLTECH,1239.55,2023-10-04 05:30:00,1244.8,1225.0,1234.0,2253785,0.0006862032776298044,0.0006862032776298044,18.953346855983767,0.014294650681131723,3.5294117647058822
JSWSTEEL,756.6,2023-10-04 05:30:00,768.0,753.15,767.95,1654158,-0.017721518987341756,-0.017721518987341756,13.353937286716896,0.016383932356722215,-5.1767432876183035
ULTRACEMCO,8120.85,2023-10-04 05:30:00,8292.55,8045.05,8292.55,884369,-0.022161615431853354,-0.022161615431853354,26.710097719869708,0.01431459670688822,1.607552177584751
POWERGRID,199.0,2023-10-04 05:30:00,199.4,195.4,198.9,14120040,-0.0027562014532699353,-0.0027562014532699353,19.34591194968553,0.018671442296664318,1.710691823899374
INFY,1444.35,2023-10-04 05:30:00,1449.95,1418.2,1425.0,4510406,0.007217573221757201,0.007217573221757201,7.440548727412008,0.014491913053868204,-4.710838759096123
TRENT,2022.3,2023-10-04 05:30:00,2055.95,2007.6,2054.0,551771,-0.017871885775338714,-0.017871885775338714,47.27618955792313,0.023073798932652153,3.876006363592519
BHARTIARTL,924.25,2023-10-04 05:30:00,925.95,918.3,918.3,5603669,-0.0011347671025613293,-0.0011347671025613293,12.409474543969512,0.013624507728829288,-0.41927579635175855
TATAMOTORS,613.6,2023-10-04 05:30:00,620.8,608.3,620.8,7612709,-0.01104037392215329,-0.01104037392215329,23.292760037938667,0.01787650515641716,-0.6244072083465136
WIPRO,404.9,2023-10-04 05:30:00,405.45,400.65,402.7,3452935,-0.0013565174497471855,-0.0013565174497471855,15.955222044531927,0.017467886281905282,-6.06470660597859
TECHM,1205.0,2023-10-04 05:30:00,1215.5,1186.05,1210.0,2340603,-0.00920901167571131,-0.00920901167571131,4.264296247747025,0.016019868874918946,-7.16450925774208
NTPC,235.15,2023-10-04 05:30:00,241.0,231.5,241.0,25424437,-0.025082918739635085,-0.025082918739635085,27.3378350726417,0.019475011701296695,-3.499079189686918
HINDUNILVR,2507.85,2023-10-04 05:30:00,2511.05,2465.15,2467.05,1587335,0.015776256632508368,0.015776256632508368,6.985943775100395,0.012073895796063713,-0.24096385542168677
APOLLOHOSP,5047.4,2023-10-04 05:30:00,5096.85,4982.3,5085.0,442482,-0.013977475849539456,-0.013977475849539456,10.99738273382696,0.014134574705070773,-6.208466710125613
M&M,1522.1,2023-10-04 05:30:00,1537.9,1501.75,1531.8,2580901,-0.009951866788083907,-0.009951866788083907,8.276984723265718,0.019212772948786868,-8.677685950413231
GRASIM,1888.34,2023-10-04 05:30:00,1902.44,1869.62,1898.45,687673,-0.013323997826359624,-0.013323997826359624,10.720868958478691,0.01446511381198158,-2.1468814763129678
ICICIBANK,930.05,2023-10-04 05:30:00,935.5,925.0,935.0,17334739,-0.01090077634797404,-0.01090077634797404,4.7288776796973515,0.012788897388104722,-3.8093736864228664
ADANIENT,2464.95,2023-10-04 05:30:00,2502.75,2392.25,2402.2,2857377,0.03254791077599739,0.03254791077599739,17.82258064516128,0.028600523792508787,-5.101323407775017
ADANIPORTS,824.6,2023-10-04 05:30:00,845.45,819.35,830.95,4096647,-0.008178975222516205,-0.008178975222516205,24.01331719128328,0.026028643454512657,-4.993946731234867
BEL,138.85,2023-10-04 05:30:00,139.15,136.55,138.0,14912053,-0.0025143678160919336,-0.0025143678160919336,33.57505438723712,0.023283392059875133,-3.3720087019579443
BAJAJFINSV,1532.55,2023-10-04 05:30:00,1555.85,1521.15,1555.0,1614123,-0.018256942442586688,-0.018256942442586688,10.165005718019929,0.014117849543856996,2.5682078091815033
EICHERMOT,3400.9,2023-10-04 05:30:00,3408.95,3323.75,3350.0,566983,0.014769946887867702,0.014769946887867702,20.9110274592197,0.01609889840743809,-3.832910210394231
COALINDIA,287.95,2023-10-04 05:30:00,291.5,285.9,290.8,6338888,-0.01353203151764304,-0.01353203151764304,26.57801716882679,0.021411449147905545,5.790270998148456
MARUTI,10129.8,2023-10-04 05:30:00,10283.9,10090.0,10283.9,407793,-0.02098212991330739,-0.02098212991330739,-3.8049263291564737,0.013712493772447978,-2.9645745018581113
INDUSINDBK,1401.3,2023-10-04 05:30:00,1428.5,1386.2,1424.85,3978667,-0.023756444196739723,-0.023756444196739723,11.658519553072628,0.0191111933352513,0.6494413407821197
ASIANPAINT,3169.9,2023-10-04 05:30:00,3189.0,3151.35,3164.95,892584,0.0009631021361922176,0.0009631021361922176,7.463440826253125,0.012664679670924878,-5.3820157291304795
TATASTEEL,125.3,2023-10-04 05:30:00,127.1,124.5,127.0,33272725,-0.021093750000000022,-0.021093750000000022,8.217054263565887,0.018231639152358904,-7.945736434108527
HDFCLIFE,625.5,2023-10-04 05:30:00,632.0,624.25,631.0,2357914,-0.012706179464919809,-0.012706179464919809,1.9308062101032388,0.014630077258587258,-2.537631018992832
DRREDDY,1083.56,2023-10-04 05:30:00,1099.8,1080.3,1093.0,2109530,-0.008037790431550618,-0.008037790431550618,3.7766919042760576,0.012490100212885843,-3.9261486692083367
SUNPHARMA,1123.8,2023-10-04 05:30:00,1139.0,1113.0,1138.1,1803871,-0.015462788558412655,-0.015462788558412655,8.615411150877504,0.011732822937748232,-6.118752964512099
KOTAKBANK,1722.05,2023-10-04 05:30:00,1727.0,1709.0,1715.0,6220979,-0.002895110158941505,-0.002895110158941505,10.294797687861266,0.014215663882255638,0.5433526011560746
SHRIRAMFIN,1850.6,2023-10-04 05:30:00,1919.95,1841.5,1909.0,1340167,-0.03712375452014893,-0.03712375452014893,5.949432404540773,0.02168666460862403,-3.0005159958720378
NESTLEIND,2298.62,2023-10-04 05:30:00,2335.88,2255.1,2280.51,2134880,0.03006919050691903,0.03006919050691903,18.09844980872533,0.012516833638236864,7.677201213849973
ONGC,182.75,2023-10-04 05:30:00,184.6,182.1,184.45,9360058,-0.010021668472372625,-0.010021668472372625,8.32012678288431,0.02224731217568337,-1.6640253565768652
CIPLA,1167.05,2023-10-04 05:30:00,1185.0,1161.3,1178.1,999123,-0.013315860669597557,-0.013315860669597557,5.26182432432432,0.016332415765760364,1.3513513513513513
BPCL,170.68,2023-10-04 05:30:00,172.48,169.78,170.68,6049760,0.0,0.0,29.314203730272602,0.022068851102665002,0.21807747489239337
BRITANNIA,4532.5,2023-10-04 05:30:00,4540.0,4466.75,4490.0,318564,0.0082416665739804,0.0082416665739804,17.98201025459688,0.013039218369984167,-2.172471711456864
SBILIFE,1270.55,2023-10-04 05:30:00,1297.7,1264.35,1291.6,1139615,-0.016944562652327022,-0.016944562652327022,10.018047075989694,0.015113428426196436,5.045501670314466
HINDALCO,473.4,2023-10-04 05:30:00,477.9,470.0,474.0,3302259,-0.01364725492238772,-0.01364725492238772,27.271786379631546,0.019586836411430934,-4.885116953011803
HEROMOTOCO,2989.05,2023-10-04 05:30:00,3020.0,2976.05,3015.95,307263,-0.008804218066056468,-0.008804218066056468,35.367887508175286,0.016563238026907092,0.9924787442773024
AXISBANK,995.55,2023-10-04 05:30:00,1037.0,988.85,1035.35,22584212,-0.04370587387733538,-0.04370587387733538,6.502415458937194,0.015624964929158446,-5.13526570048309
HDFCBANK,1529.55,2023-10-04 05:30:00,1535.0,1489.25,1495.0,27324715,0.014256821723417579,0.014256821723417579,11.93516699410609,0.01348980040538228,-3.307138179436804
BAJAJ-AUTO,4918.6,2023-10-04 05:30:00,5019.2,4903.05,5011.25,256544,-0.019505825833009305,-0.019505825833009305,34.20039486673247,0.017609369939821526,4.917077986179668
SBIN,592.15,2023-10-05 05:30:00,594.35,587.1,590.0,13248028,0.010063965884861359,-0.01791193299610261,7.6181696278913735,0.017939344821740196,-5.204492122024818
BAJFINANCE,7850.9,2023-10-05 05:30:00,7914.85,7826.9,7914.85,795061,-0.0004010669654510579,-0.014646819619459017,-5.822666049763522,0.01591849489773447,-3.7033466995681747
TITAN,3216.5,2023-10-05 05:30:00,3231.0,3165.0,3173.9,1109881,0.015742188116779632,0.006335549472037627,16.72541920731706,0.014135893038630176,1.2973196138211354
ITC,436.05,2023-10-05 05:30:00,440.5,435.05,440.0,10030257,-0.00011465260261411814,-0.008413871517907845,4.784580498866219,0.011943702458319614,-2.857142857142862
TCS,3589.35,2023-10-05 05:30:00,3624.0,3551.2,3554.0,2990768,0.014585541657833323,0.02148640380209743,7.334050138645246,0.013161771587106071,-4.68139890215607
LT,3096.05,2023-10-05 05:30:00,3114.9,3032.55,3032.55,3413447,0.02255800511931305,0.007418856259659989,15.967768459135009,0.01696390415004649,-3.665515540207197
TATACONSUM,849.64,2023-10-05 05:30:00,858.58,846.97,855.42,740770,-0.005256811024083041,-0.013423130515559878,24.919703951962013,0.0148047736681353,3.5050970534841506
RELIANCE,1157.05,2023-10-05 05:30:00,1164.7,1154.5,1159.63,10953682,-2.5927334324271634e-05,-0.0017513890326810166,10.944487840888605,0.013562067130073357,-1.8043383091410063
HCLTECH,1235.45,2023-10-05 05:30:00,1253.95,1227.8,1249.0,2995200,-0.0033076519704731133,-0.002623718414466736,18.953346855983767,0.014294650681131723,3.5294117647058822
JSWSTEEL,755.5,2023-10-05 05:30:00,762.65,752.9,762.0,1459736,-0.0014538725878932013,-0.01914962674456344,13.353937286716896,0.016383932356722215,-5.1767432876183035
ULTRACEMCO,8177.45,2023-10-05 05:30:00,8208.8,8125.0,8177.0,310506,0.006969713761490359,-0.015346361786415241,26.710097719869708,0.01431459670688822,1.607552177584751
POWERGRID,196.6,2023-10-05 05:30:00,199.5,195.35,199.5,14575590,-0.012060301507537674,-0.014783262340265613,19.34591194968553,0.018671442296664318,1.710691823899374
INFY,1463.45,2023-10-05 05:30:00,1475.65,1450.2,1452.0,7384621,0.013223941565410069,0.020536959553695944,7.440548727412008,0.014491913053868204,-4.710838759096123
TRENT,2047.6,2023-10-05 05:30:00,2058.15,2022.3,2022.95,461744,0.012510507837610652,-0.005584964304793272,47.27618955792313,0.023073798932652153,3.876006363592519
BHARTIARTL,928.85,2023-10-05 05:30:00,929.6,919.4,925.05,7063132,0.004977008385177228,0.0038365935372313142,12.409474543969512,0.013624507728829288,-0.41927579635175855
TATAMOTORS,619.6,2023-10-05 05:30:00,621.35,614.65,619.0,7893892,0.009778357235984414,-0.0013699734063985503,23.292760037938667,0.01787650515641716,-0.6244072083465136
WIPRO,406.8,2023-10-05 05:30:00,410.4,405.0,407.95,4062652,0.004692516670782965,0.0033296337402886067,15.955222044531927,0.017467886281905282,-6.06470660597859
TECHM,1205.6,2023-10-05 05:30:00,1223.95,1199.5,1214.0,2497613,0.0004979253112031845,-0.0087156717645126,4.264296247747025,0.016019868874918946,-7.16450925774208
NTPC,233.85,2023-10-05 05:30:00,237.4,232.05,237.25,22472389,-0.005528386136508634,-0.030472636815920384,27.3378350726417,0.019475011701296695,-3.499079189686918
HINDUNILVR,2519.55,2023-10-05 05:30:00,2524.8,2495.35,2518.0,1909928,0.00466535079849284,0.020515209202478957,6.985943775100395,0.012073895796063713,-0.24096385542168677
APOLLOHOSP,5047.05,2023-10-05 05:30:00,5079.85,5026.65,5054.95,363289,-6.934263184998901e-05,-0.014045849246427378,10.99738273382696,0.014134574705070773,-6.208466710125613
M&M,1537.95,2023-10-05 05:30:00,1550.8,1513.05,1533.0,1991367,0.010413244859076354,0.0003577468453233035,8.276984723265718,0.019212772948786868,-8.677685950413231
GRASIM,1882.67,2023-10-05 05:30:00,1901.44,1873.55,1889.59,544715,-0.003002637236938166,-0.01628662793127944,10.720868958478691,0.01446511381198158,-2.1468814763129678
ICICIBANK,940.85,2023-10-05 05:30:00,943.95,934.55,935.2,10478856,0.011612278909736151,0.000584919706476672,4.7288776796973515,0.012788897388104722,-3.8093736864228664
ADANIENT,2466.35,2023-10-05 05:30:00,2486.5,2446.4,2477.95,1132455,0.0005679628390029556,0.033134359618808285,17.82258064516128,0.028600523792508787,-5.101323407775017
ADANIPORTS,825.2,2023-10-05 05:30:00,832.0,820.25,830.85,2083505,0.0007276255154013977,-0.0074573009381765365,24.01331719128328,0.026028643454512657,-4.993946731234867
BEL,138.95,2023-10-05 05:30:00,141.35,138.1,139.5,15996620,0.0007202016564638036,-0.0017959770114942541,33.57505438723712,0.023283392059875133,-3.3720087019579443
BAJAJFINSV,1542.55,2023-10-05 05:30:00,1556.0,1532.3,1540.0,1153064,0.006525072591432535,-0.0118509977258896,10.165005718019929,0.014117849543856996,2.5682078091815033
EICHERMOT,3443.6,2023-10-05 05:30:00,3453.9,3387.05,3405.5,394665,0.012555500014701959,0.027510890970937396,20.9110274592197,0.01609889840743809,-3.832910210394231
COALINDIA,289.35,2023-10-05 05:30:00,290.55,283.9,288.8,8687014,0.004861955200555768,-0.008735868448098594,26.57801716882679,0.021411449147905545,5.790270998148456
MARUTI,10210.2,2023-10-05 05:30:00,10271.0,10109.0,10182.0,377196,0.007936978025232522,-0.013211686592119354,-3.8049263291564737,0.013712493772447978,-2.9645745018581113
INDUSINDBK,1401.85,2023-10-05 05:30:00,1415.4,1394.3,1408.7,1647175,0.00039249268536356574,-0.02337327574195358,11.658519553072628,0.0191111933352513,0.6494413407821197
ASIANPAINT,3206.25,2023-10-05 05:30:00,3232.1,3174.3,3210.0,1002610,0.011467238714155004,0.012441384972448954,7.463440826253125,0.012664679670924878,-5.3820157291304795
TATASTEEL,125.25,2023-10-05 05:30:00,126.15,124.55,125.9,27063441,-0.0003990422984836428,-0.021484375,8.217054263565887,0.018231639152358904,-7.945736434108527
HDFCLIFE,624.35,2023-10-05 05:30:00,627.75,619.9,626.0,4050085,-0.0018385291766586098,-0.014521347959908337,1.9308062101032388,0.014630077258587258,-2.537631018992832
DRREDDY,1081.45,2023-10-05 05:30:00,1095.0,1080.0,1092.0,2058530,-0.0019472848757797756,-0.009969423439588398,3.7766919042760576,0.012490100212885843,-3.9261486692083367
SUNPHARMA,1119.1,2023-10-05 05:30:00,1128.65,1111.8,1124.65,2348562,-0.004182238832532548,-0.019580358316176993,8.615411150877504,0.011732822937748232,-6.118752964512099
KOTAKBANK,1734.25,2023-10-05 05:30:00,1747.0,1721.15,1730.0,2966801,0.007084579425684634,0.004168958628876007,10.294797687861266,0.014215663882255638,0.5433526011560746
SHRIRAMFIN,1837.5,2023-10-05 05:30:00,1872.95,1823.0,1852.0,1479477,-0.007078785258834874,-0.04393974869273398,5.949432404540773,0.02168666460862403,-3.0005159958720378
NESTLEIND,2291.87,2023-10-05 05:30:00,2310.72,2277.5,2300.5,680000,-0.0029365445354169184,0.027044346454434542,18.09844980872533,0.012516833638236864,7.677201213849973
ONGC,182.2,2023-10-05 05:30:00,184.0,181.0,181.25,11128340,-0.003009575923392682,-0.013001083423618609,8.32012678288431,0.02224731217568337,-1.6640253565768652
CIPLA,1161.1,2023-10-05 05:30:00,1172.95,1155.25,1170.1,1446743,-0.0050983248361252675,-0.018346296922556626,5.26182432432432,0.016332415765760364,1.3513513513513513
BPCL,172.23,2023-10-05 05:30:00,173.88,171.4,172.75,7115506,0.009081321771736484,0.009081321771736484,29.314203730272602,0.022068851102665002,0.21807747489239337
BRITANNIA,4533.9,2023-10-05 05:30:00,4548.2,4500.0,4540.25,302015,0.00030888030888021056,0.008553092571377707,17.98201025459688,0.013039218369984167,-2.172471711456864
SBILIFE,1274.45,2023-10-05 05:30:00,1282.1,1264.95,1271.0,979561,0.0030695368147652946,-0.013927037796433117,10.018047075989694,0.015113428426196436,5.045501670314466
HINDALCO,470.55,2023-10-05 05:30:00,482.4,468.35,473.4,4801287,-0.006020278833966941,-0.019585373476403656,27.271786379631546,0.019586836411430934,-4.885116953011803
HEROMOTOCO,3016.65,2023-10-05 05:30:00,3048.85,2993.4,3020.0,537209,0.009233703016008343,0.00034818941504166645,35.367887508175286,0.016563238026907092,0.9924787442773024
AXISBANK,1003.25,2023-10-05 05:30:00,1009.2,988.9,1000.0,7950412,0.007734418160815659,-0.036309495221170884,6.502415458937194,0.015624964929158446,-5.13526570048309
HDFCBANK,1535.75,2023-10-05 05:30:00,1551.55,1532.6,1535.05,24256337,0.004053479781635172,0.018368091243659013,11.93516699410609,0.01348980040538228,-3.307138179436804
BAJAJ-AUTO,5011.05,2023-10-05 05:30:00,5039.3,4925.1,4935.0,657876,0.018795998861464547,-0.0010764584516939069,34.20039486673247,0.017609369939821526,4.917077986179668
SBIN,594.25,2023-10-06 05:30:00,598.95,592.2,593.4,8216780,0.003546398716541388,-0.014429057135749379,7.6181696278913735,0.017939344821740196,-5.204492122024818
BAJFINANCE,8168.55,2023-10-06 05:30:00,8192.0,7845.0,7850.0,2145034,0.04046032938898736,0.025220894623223966,-5.822666049763522,0.01591849489773447,-3.7033466995681747
TITAN,3309.75,2023-10-06 05:30:00,3319.8,3221.1,3230.0,1102120,0.028991139437276603,0.03551036370746985,16.72541920731706,0.014135893038630176,1.2973196138211354
ITC,442.15,2023-10-06 05:30:00,443.6,436.65,437.85,8418580,0.013989221419561826,0.005457646389994242,4.784580498866219,0.011943702458319614,-2.857142857142862
TCS,3621.4,2023-10-06 05:30:00,3634.95,3575.05,3591.0,2075691,0.008929193307980698,0.03060745336312043,7.334050138645246,0.013161771587106071,-4.68139890215607
LT,3093.7,2023-10-06 05:30:00,3114.95,3073.15,3114.95,1898118,-0.0007590316693852905,0.0066541934434229955,15.967768459135009,0.01696390415004649,-3.665515540207197
TATACONSUM,864.01,2023-10-06 05:30:00,866.73,850.43,850.43,948330,0.016913045525163595,0.0032628889921038073,24.919703951962013,0.0148047736681353,3.5050970534841506
RELIANCE,1159.0,2023-10-06 05:30:00,1162.4,1156.03,1158.53,5431026,0.0016853204269478006,-6.902025744548457e-05,10.944487840888605,0.013562067130073357,-1.8043383091410063
HCLTECH,1237.7,2023-10-06 05:30:00,1256.0,1230.1,1252.0,2497711,0.001821198753490627,-0.000807297973682064,18.953346855983767,0.014294650681131723,3.5294117647058822
JSWSTEEL,765.2,2023-10-06 05:30:00,771.15,758.65,760.35,2026927,0.01283917935142287,-0.006556312885426796,13.353937286716896,0.016383932356722215,-5.1767432876183035
ULTRACEMCO,8195.45,2023-10-06 05:30:00,8239.65,8151.25,8198.0,158491,0.002201175182972692,-0.013178966634155742,26.710097719869708,0.01431459670688822,1.607552177584751
POWERGRID,197.05,2023-10-06 05:30:00,197.45,194.85,197.0,12857229,0.002288911495422319,-0.012528188423953757,19.34591194968553,0.018671442296664318,1.710691823899374
INFY,1478.7,2023-10-06 05:30:00,1484.5,1463.3,1469.5,3598672,0.010420581502613713,0.031171548117154835,7.440548727412008,0.014491913053868204,-4.710838759096123
